ID,Performance Index,Previous Scores (out of 10),Sample Question Papers Practiced,Hours Studied,Hours Prepared for Exams,Hours Free time,Sleep Hours,Hours Not Sleep,Extracurricular Activities,Has a car,Sex,Height,Weight,BMI,Eye color,Nails length,Favorite Subject,Least Favorite Subject
390,49.0,5,4,9,4,8,4,20,No,,f,1.567536977136886,71.5767560798602,29.12972758567408,brown,0.0053469648829737,,Drama
391,83.0,8,9,9,4,8,4,20,No,No,m,1.742002991909997,59.1381177732418,19.48810920864855,brown,0.0009169754244388,Algebra,Machine Learning
392,38.0,5,0,1,1,12,9,15,No,No,m,1.631825913915504,65.34165332659354,24.538186784126086,hazel,0.0003946472892784,Art,History
393,66.0,7,3,5,2,9,5,19,No,No,f,1.5715039869963323,67.14447308196934,27.1881273603146,brown,0.003456177753554,History,Biology
394,56.0,5,6,7,3,8,5,19,No,No,m,1.851797846556774,81.26535497931106,23.69835971567436,brown,0.0035495647806271,Art,
395,64.0,8,1,2,1,9,5,19,No,,m,1.7015991235643029,81.24172944597949,28.05851314684388,green,0.006168764993763,Data Science,Machine Learning
396,35.0,6,2,2,1,15,6,18,Yes,No,m,1.5708096563534624,75.65105116455011,30.659695841103087,gray,0.0092709079335258,Machine Learning,Biology
397,81.0,8,9,8,3,5,6,18,Yes,,f,1.5768922457772294,79.98919169406814,32.16823798169736,brown,0.0082650405318209,,Biology
398,93.0,8,3,9,4,4,7,17,Yes,No,f,1.5569406895031193,68.84977712194858,28.40261985625381,brown,0.0016805985401011,Art,PE
399,27.0,4,8,3,2,9,4,20,Yes,No,m,1.607542516264328,81.5524463671886,31.55818787925953,green,0.0016595374760326,Algebra,Data Science
400,19.0,5,0,1,1,12,5,19,No,No,m,1.646638904425946,77.23543849976976,28.485239310158786,brown,0.0006435937921322,Machine Learning,
401,65.0,8,9,4,2,10,6,18,Yes,No,m,1.6674060225304066,55.27671995166564,19.88197544381442,,0.0007427754065929,PE,Data Science
402,25.0,4,9,4,2,9,9,15,No,No,f,1.5568195894542327,76.82381429004431,31.69708253148595,brown,0.0033862747193991,Art,
403,44.0,8,3,1,1,17,5,19,No,No,m,1.6242308205832787,79.66341282015831,30.196973196785137,brown,0.0017491272983745,Biology,Algebra
404,63.0,8,6,6,3,9,4,20,Yes,No,f,1.589276525222575,85.62902849544805,33.90174708204561,brown,0.0075404914465691,,Biology
405,41.0,4,6,9,4,4,9,15,Yes,No,f,1.6994945222917048,53.59388588675312,18.555630207930896,gray,0.0012369001479228,Music,PE
406,96.0,10,3,9,4,4,9,15,Yes,No,f,1.5924168450272402,65.96744913874487,26.01454083412955,gray,0.0046487939092836,Drama,Data Science
407,77.0,8,2,5,2,10,7,17,No,No,f,1.5680499121507296,60.70726278163268,24.68998843739974,brown,0.0020075309001318,Music,Machine Learning
408,81.0,7,3,9,4,4,7,17,No,No,f,1.5781552230029567,71.99927754726271,28.90870948223189,brown,0.0082236278483106,PE,Machine Learning
409,38.0,3,1,9,4,5,5,19,Yes,No,m,1.7058544004971936,71.76384999224865,24.66163180039498,brown,0.0052606222552142,Art,Data Science
410,93.0,8,8,9,4,8,4,20,Yes,No,m,1.664730857539278,53.47935025967533,19.29736728406618,brown,0.0087497391982096,Data Science,Machine Learning
411,58.0,8,7,1,1,8,7,17,No,No,f,1.6282861014176049,63.19849572081992,23.836654923967245,brown,0.0085848636292976,History,Biology
412,24.0,4,7,4,2,10,4,20,Yes,No,f,1.6621294010206042,64.29625084317507,23.273193815631885,brown,8.378778739315474e-05,Art,Machine Learning
413,89.0,8,9,8,3,9,6,18,No,No,m,1.724570719924391,75.83812607331336,25.499142539478203,brown,0.0063439214481503,Biology,PE
414,71.0,8,4,2,1,14,6,18,No,No,f,1.614520438537227,58.44384622606454,22.42083047542208,brown,0.0052584618363743,Algebra,Drama
415,68.0,9,2,2,1,8,5,19,Yes,No,m,1.6995523544419109,54.49817751089104,18.86743594164113,green,0.0026910238109473,PE,Drama
416,46.0,6,2,4,2,8,7,17,Yes,No,m,1.6298187085471485,62.19161996972174,23.412795513451936,brown,0.0070876990835226,PE,Data Science
417,53.0,8,2,1,1,12,8,16,Yes,,f,1.6840517100720056,65.85347020956935,23.220299659495584,gray,0.009891297834103,PE,Biology
418,80.0,8,5,6,3,11,6,18,Yes,No,f,1.615800482797626,72.50753267641436,27.772032183180787,brown,0.0004025879587534,Music,History
419,62.0,8,9,2,1,11,4,20,Yes,No,m,1.672132116085769,88.00763612864992,31.475974112665703,brown,0.0017245340377576,Music,Drama
420,70.0,7,0,8,3,4,7,17,Yes,No,m,1.7462332225197708,79.5547515811102,26.089252191846903,brown,0.0034862898204003,Art,History
421,40.0,4,8,4,2,7,9,15,No,No,m,1.7219654377402691,57.750248589225855,19.47623461002305,brown,0.009439228100565,,History
422,46.0,4,2,8,3,7,8,16,No,No,f,1.662135276676887,80.8710935558777,29.272551713077046,blue,0.007552265378464,History,Art
423,67.0,7,0,8,3,5,6,18,No,No,m,1.752028805630861,56.31374495188368,18.345600209277578,brown,0.001084701032904,,Algebra
424,46.0,4,8,9,4,6,4,20,No,Yes,f,1.5439537717935616,71.10818131145206,29.82984423178858,gray,0.0015966113051877,Art,History
425,51.0,7,7,1,1,8,9,15,No,,m,1.5746288294887634,56.05550749545117,22.60798683702941,brown,0.0041625184776238,Art,Biology
426,65.0,8,2,5,2,8,9,15,Yes,Yes,f,1.591810374950184,66.69175448731082,26.320217922908583,,0.0033390803906557,History,Art
427,54.0,6,7,5,2,5,8,16,Yes,No,m,1.6867854600231562,60.31966280989411,21.20016336771636,brown,0.0070927568574354,Art,PE
428,58.0,8,1,4,2,12,7,17,No,Yes,m,1.7678325830129962,79.00622052057166,25.28011343473682,gray,0.0068650804530554,Machine Learning,History
429,68.0,8,9,8,3,11,4,20,No,No,m,1.7483373179322392,56.19969415118963,18.3858408656314,brown,0.0034139706069748,Algebra,Biology
430,28.0,3,5,5,2,11,6,18,No,No,m,1.6722350428671142,68.04186186584941,24.332209588431365,brown,0.0079172611663198,Algebra,Biology
431,51.0,6,0,1,1,14,7,17,Yes,No,f,1.599489395663359,63.152729323263486,24.684787577422057,brown,0.0060141903473957,Art,
432,52.0,6,8,6,3,4,9,15,Yes,No,m,1.713032723300009,71.93711694632347,24.5144249435771,hazel,0.0065246902605189,,Biology
433,48.0,7,1,5,2,10,6,18,No,No,m,1.6332536104203197,72.7572899249015,27.275282675325823,brown,7.584882797009307e-06,Drama,Data Science
434,18.0,3,9,1,1,11,8,16,Yes,No,f,1.617042284042445,67.03609862699092,25.63692768762576,brown,0.0018427837188013,Art,Machine Learning
435,68.0,7,9,5,2,9,5,19,No,No,f,1.523091474619733,62.1545560231252,26.79297841330328,blue,0.0004728109105012,Art,PE
436,45.0,5,6,5,2,8,6,18,Yes,,m,1.6696843997921338,71.99307881255254,25.82390811544699,gray,0.0035180157519613,,PE
437,42.0,6,5,2,1,12,6,18,Yes,No,f,1.6337047393412871,60.72928357947899,22.753647198403367,blue,0.0034299430027084,,History
438,69.0,8,3,8,3,11,4,20,No,No,f,1.7465534122792494,52.06904088474046,17.069304854474755,hazel,0.0074047506913516,,Machine Learning
439,55.0,6,0,9,4,10,4,20,Yes,No,f,1.6315721553667444,71.2220298515549,26.75480420454207,gray,0.0045938629988548,Machine Learning,PE
440,39.0,4,7,5,2,10,7,17,No,No,m,1.6345567477523153,74.40254078171058,27.84759928225576,brown,0.0030265932925861,Drama,PE
441,63.0,7,3,5,2,8,5,19,No,No,m,1.7482304415282603,57.8389310668435,18.92443410039432,hazel,0.0045197941385206,Algebra,Data Science
442,73.0,8,3,4,2,10,6,18,Yes,No,f,1.6032660255076516,63.80519062452655,24.822460671161096,brown,0.0088059660311503,Data Science,Drama
443,48.0,7,0,2,1,12,6,18,No,No,m,1.796378050058482,72.61053905212091,22.5011223612406,brown,0.0069934032568744,Drama,Machine Learning
444,73.0,8,0,8,3,11,4,20,Yes,Yes,f,1.6728046955414837,59.54467787688232,21.279061631047824,brown,0.0085954131203344,Biology,Data Science
445,93.0,8,5,9,4,6,8,16,Yes,Yes,m,1.6771203491095414,65.05630141655833,23.129216017181943,gray,0.0041094035437777,Art,Data Science
446,78.0,7,9,7,3,9,5,19,Yes,No,m,1.764611209251391,77.18697833954927,24.788255991798746,brown,0.0038401914882918,Drama,Data Science
447,92.0,8,0,9,4,5,8,16,Yes,No,f,1.5588428969838473,75.70841195841884,31.15583820227085,brown,0.0080132147317928,Drama,Data Science
448,57.0,5,1,9,4,3,8,16,No,No,f,1.5420709356451112,80.58909915295436,33.88969009810322,gray,0.0045201368057813,Music,
449,54.0,5,8,9,4,5,8,16,No,Yes,m,1.6288029236734998,59.0066534504927,22.24149132640626,gray,0.0045084555869545,Music,Drama
450,43.0,6,9,4,2,11,6,18,Yes,No,m,1.6740322085815618,54.385157053256805,19.40674805744666,green,0.0091165356584033,Drama,
451,63.0,8,0,4,2,11,8,16,No,No,f,1.629143464372126,85.92268896626395,32.37346601057667,brown,0.0056640275123129,Algebra,Biology
452,13.0,4,0,1,1,14,8,16,Yes,No,f,1.6499481531227684,49.51927047428463,18.190039538898983,green,0.0028299582850542,Art,Biology
453,46.0,5,4,4,2,8,5,19,Yes,,m,1.759322364867541,86.15871019309704,27.836097035110573,brown,0.0012757989308746,Biology,Drama
454,62.0,6,8,9,4,10,4,20,Yes,,m,1.6650791912561755,66.65797857080227,24.042651014064568,gray,0.0070927806729874,Drama,Machine Learning
455,59.0,8,4,2,1,10,7,17,No,Yes,f,1.607385697419994,76.19731928516812,29.491678667735957,brown,0.0065825207109793,History,Algebra
456,34.0,5,9,5,2,11,7,17,Yes,No,m,1.7271771921829937,74.08730024855544,24.83533259989623,gray,0.0063082264635272,Art,Art
457,63.0,8,0,4,2,8,9,15,No,Yes,f,1.5304340847802111,53.7615342013815,22.953155287838356,brown,0.005658739526468,Drama,Machine Learning
458,63.0,8,5,4,2,13,5,19,No,No,m,1.7332529311718978,67.19332437220186,22.366716938570782,brown,0.000162646835691,Machine Learning,Drama
459,76.0,7,7,8,3,9,5,19,Yes,No,m,1.726704635676179,71.47601357074946,23.973100867800326,hazel,0.0048299960739874,Biology,Art
460,33.0,4,4,6,3,9,4,20,Yes,No,f,1.5936237227220102,86.5796619028689,34.09135895209732,brown,0.0024153143946983,Biology,
461,67.0,8,6,5,2,6,6,18,No,No,m,1.7129091189297392,78.41642862852053,26.72627398313056,green,0.0017666858969362,PE,History
462,71.0,9,9,2,1,9,5,19,No,No,m,1.7152582826541345,62.49557430569767,21.241746083326607,blue,0.0064715534165872,PE,Art
463,28.0,5,4,1,1,12,7,17,No,No,f,1.55793417580073,69.66779122710095,28.70343237035018,gray,0.006292227034626,Drama,History
464,76.0,8,2,8,3,10,5,19,No,No,m,1.7178391349991071,64.07294354538871,21.71249299558716,gray,0.0070490401268746,PE,Biology
465,40.0,4,1,8,3,5,9,15,No,No,f,1.6085200963450237,57.31548913379108,22.152310016577555,gray,0.0005741311447789,Music,Algebra
466,43.0,5,5,5,2,14,4,20,Yes,No,f,1.6172849979304054,83.11880648459136,31.77797232360876,brown,0.0097666430829626,,Machine Learning
467,36.0,5,4,4,2,8,4,20,No,No,f,1.548555369298688,66.94852545715649,27.91820805182612,brown,0.0022492939691029,Biology,Algebra
468,69.0,9,6,1,1,12,6,18,No,No,f,1.628353015411519,73.3468653085237,27.662054477001213,brown,0.0022908131384604,History,
469,89.0,10,7,6,3,9,7,17,No,No,f,1.5418551316549698,64.34819191575323,27.067566180603183,brown,0.0091487836286924,Art,Machine Learning
470,73.0,9,2,3,2,10,8,16,Yes,Yes,f,1.6003380215993177,68.10771384863834,26.593338131845258,brown,0.0039309397429745,,Biology
471,58.0,6,3,8,3,8,6,18,No,No,m,1.6758625885371663,63.86382101562499,22.73935213585122,blue,0.0040369093981382,,Data Science
472,80.0,8,2,6,3,7,4,20,No,Yes,m,1.5549552038833556,84.26786942794362,34.85188316095543,brown,0.0053978488052781,PE,Art
473,34.0,6,3,1,1,11,8,16,No,No,m,1.7040731178098978,76.53510285871614,26.356286476410094,brown,0.0069421260196206,Algebra,Drama
474,53.0,6,3,9,4,7,6,18,No,No,f,1.6024538427807489,68.95657263370101,26.853729484922937,gray,1.601854787879331e-05,Art,Art
475,75.0,9,4,4,2,7,9,15,Yes,No,m,1.758169343219521,66.18808186593463,21.412056919972542,hazel,0.0039381988506389,Biology,PE
476,71.0,8,0,3,2,11,9,15,Yes,No,f,1.6140454629739238,72.80479822262096,27.946567626539057,green,0.0037721615092216,Biology,
477,57.0,7,0,7,3,9,7,17,No,No,m,1.7352033160881226,76.71058569478353,25.477368032145385,blue,0.0015772887386536,History,Algebra
478,76.0,8,7,4,2,15,4,20,Yes,Yes,f,1.6227979494503213,60.736225499238046,23.063164588566185,brown,0.0036566617631762,Music,Algebra
479,33.0,3,8,6,3,7,6,18,No,No,m,1.7166039261929351,65.27264284399428,22.15088050878937,brown,0.000584406250353,Art,PE
480,42.0,6,6,3,2,9,8,16,Yes,No,f,1.5637659070756833,80.05569578212419,32.73774453721045,hazel,0.0095249165460931,Algebra,Machine Learning
481,82.0,9,2,8,3,8,5,19,Yes,No,m,1.6837762125626614,67.72780006658358,23.889014253401555,green,0.0010392768795982,Data Science,Drama
482,61.0,8,5,1,1,17,5,19,No,No,f,1.6648731370449337,64.21702915204045,23.167966586765115,gray,0.004431850501746,,Drama
483,80.0,10,5,4,2,10,9,15,No,No,m,1.6735224568134144,69.45336840688871,24.798774779675373,green,0.0053807248717707,History,Biology
484,39.0,5,0,7,3,7,9,15,Yes,No,f,1.7426060928458873,78.15784811664889,25.73796093158396,brown,0.0005484737394639,,Algebra
485,41.0,4,2,9,4,6,5,19,No,No,m,1.6738476387413284,63.07473601565953,22.51249314467705,gray,0.0090624604081573,,PE
486,44.0,5,2,3,2,15,5,19,Yes,No,f,1.6465551719095504,65.75512905767961,24.25364741045631,gray,0.0044852112257935,Art,Art
487,38.0,4,6,9,4,4,8,16,Yes,No,m,1.7650071678436248,67.62615891219419,21.708098016094954,brown,0.0094794596900227,Art,History
488,89.0,8,3,8,3,6,7,17,Yes,No,m,1.7304542885722347,95.26288688077788,31.81291575087332,gray,0.0027737335684425,PE,Drama
489,67.0,7,9,7,3,9,5,19,Yes,,f,1.577589955472566,86.63987490901744,34.812046237507765,brown,0.0027092418084001,PE,Drama
490,50.0,6,9,5,2,13,4,20,No,No,f,1.5717455029147127,66.18000464561028,26.789360127748527,brown,0.0033638157441067,,PE
491,86.0,8,3,8,3,8,7,17,No,No,f,1.6178514493373504,44.25633509980983,16.90823059847445,brown,0.0006118028389337,,Machine Learning
492,91.0,9,4,8,3,3,9,15,No,,f,1.5855600023783347,65.80859327943507,26.176841542396147,brown,0.0077018301446853,Machine Learning,Algebra
493,70.0,7,9,4,2,8,5,19,Yes,Yes,m,1.6636538297327934,60.15354178001943,21.73378042308532,gray,0.0001515707768039,Drama,PE
494,57.0,6,5,8,3,10,5,19,Yes,No,f,1.5631814758772111,86.94544071919827,35.58180812593923,brown,0.0047489611978649,Art,Biology
495,42.0,4,8,8,3,9,6,18,Yes,No,m,1.7205672302633643,59.05898930170776,19.949991556502145,brown,0.006524213978983,History,Machine Learning
496,34.0,6,8,4,2,13,5,19,Yes,No,m,1.748386343815299,57.63773560067601,18.855241493370016,brown,0.0011795968130915,,Algebra
497,61.0,7,6,6,3,7,8,16,Yes,Yes,m,1.6688803615333558,61.71896889161211,22.159923337080844,brown,0.0049654766999001,Art,PE
498,51.0,6,5,2,1,12,6,18,No,No,f,1.599095923204898,77.3483984044377,30.248392055733305,gray,0.0018392682165339,Algebra,History
499,57.0,6,7,7,3,10,6,18,No,No,f,1.558539602648456,67.44693310219286,27.766844113268537,gray,0.0024140934985462,Art,PE
500,62.0,7,0,5,2,10,8,16,Yes,Yes,f,1.5822483290473288,78.07628735044786,31.186731578679478,hazel,0.0008214088048663,Music,Machine Learning
501,60.0,7,0,8,3,7,6,18,No,No,f,1.54477477626389,81.2172887797976,34.0344039137417,brown,0.0089075529360492,Machine Learning,Biology
502,31.0,4,3,4,2,5,9,15,Yes,No,m,1.6946821737180318,71.31369691424841,24.83112685555746,brown,0.0062244400401445,History,Data Science
503,71.0,8,5,5,2,7,9,15,Yes,No,f,1.5660716279446611,78.0367560410736,31.818226153794537,hazel,0.0040493168272714,Music,
504,16.0,3,0,1,1,17,5,19,No,No,f,1.6474403331127012,82.0904629818975,30.24637389477253,brown,0.004432829969691,,Algebra
505,75.0,7,6,8,3,6,4,20,No,,m,1.550570523239832,85.90047698703435,35.72831445288898,gray,0.0021847239207152,Machine Learning,Biology
506,54.0,7,3,1,1,14,8,16,No,No,m,1.521591075703676,70.03198614049597,30.24826982913796,green,0.0070652207574917,Art,
507,78.0,10,6,3,2,7,9,15,No,Yes,m,1.658554634570571,73.2571259704827,26.63117398733808,gray,0.0062407202801728,History,Algebra
508,67.0,7,4,7,3,8,8,16,Yes,No,m,1.715863059148801,80.47442279679268,27.33333483853221,brown,0.0014634745806814,Data Science,History
509,30.0,4,8,6,3,9,5,19,Yes,No,f,1.6374409489002348,67.77069106178735,25.27613232210564,brown,0.0071352420517308,Algebra,Art
510,70.0,7,6,8,3,6,5,19,Yes,No,m,1.750445129669968,70.21509485414644,22.915718753135152,brown,0.0017701964680274,Machine Learning,History
511,33.0,3,1,7,3,8,5,19,No,No,f,1.6654839162683683,63.763582140205095,22.987504169542053,brown,0.0043238738266647,Drama,Machine Learning
512,57.0,7,1,5,2,5,8,16,No,Yes,f,1.6253581902529737,71.17711878698631,26.94276951804072,gray,0.0050187978183913,Art,Drama
513,22.0,4,6,1,1,15,4,20,No,No,m,1.7142118746338266,73.45983603372545,24.99890327713051,brown,0.0031314492729161,Music,Drama
514,60.0,6,5,6,3,7,5,19,Yes,Yes,f,1.5912905381571352,62.80161991308972,24.801153779839805,brown,0.0042195616295368,Art,History
515,95.0,10,3,9,4,5,9,15,Yes,Yes,f,1.6229040535624726,54.6562800830862,20.75173344063425,gray,0.0054712400033737,Art,
516,62.0,8,0,4,2,9,8,16,Yes,Yes,m,1.6847639059136876,85.1985998166619,30.016106532815243,blue,0.0011072804324106,Drama,Data Science
517,50.0,6,7,7,3,9,7,17,No,No,f,1.6421463485797807,81.19775123923898,30.110660608107175,green,0.0002226512759271,History,Algebra
518,40.0,4,4,5,2,7,6,18,Yes,No,f,1.4742805885734236,75.74009575874136,34.84701282354903,green,0.0048151402870872,Machine Learning,Algebra
519,55.0,7,6,1,1,9,6,18,No,Yes,f,1.543008535526731,68.4716249038265,28.759013012187005,gray,0.0022510361400649,Algebra,Machine Learning
520,54.0,7,1,5,2,9,4,20,Yes,Yes,f,1.6185035094124731,79.34082292604307,30.287917232827297,brown,0.0033298487538601,Art,
521,39.0,5,3,1,1,10,6,18,Yes,No,f,1.5701713505902422,62.60383369083578,25.39258010459455,brown,0.0007448223798487,Music,Biology
522,27.0,4,6,4,2,9,7,17,No,No,f,1.639450153238864,84.81446957983633,31.555387454692056,brown,0.0047608040976288,Biology,PE
523,30.0,5,3,4,2,15,4,20,Yes,No,m,1.8118854989201176,65.56666437482912,19.972001573169106,green,0.0069372778553106,,Drama
524,27.0,4,3,4,2,9,9,15,No,No,m,1.6589863712656705,70.58354153068697,25.645891984416703,brown,0.0050376126075196,Algebra,Biology
525,35.0,5,4,1,1,8,8,16,Yes,No,m,1.6804056852157538,70.99227183592058,25.141014003529158,green,0.0079724678366473,Art,Data Science
526,62.0,8,0,4,2,9,9,15,No,No,m,1.668741745719296,57.18476523021305,20.535348683876663,brown,0.0019778660495714,Algebra,Art
527,24.0,4,1,4,2,8,6,18,Yes,No,m,1.526347328604301,72.24759611062045,31.011063448864952,brown,0.0011451912497336,Biology,Art
528,39.0,3,9,9,4,8,4,20,Yes,No,m,1.6994761123368562,67.58207311636417,23.399220002556607,brown,0.0045754858497368,Biology,Data Science
529,83.0,7,5,8,3,6,7,17,Yes,,m,1.7493375146541958,68.03428057328068,22.232104610021068,gray,0.0096449356578531,Machine Learning,History
530,48.0,6,3,5,2,11,7,17,Yes,Yes,m,1.607300172483134,55.77437157291819,21.58940647176232,brown,0.0054624186977258,Algebra,Data Science
531,96.0,9,6,9,4,6,6,18,No,,m,1.684129568396762,72.47754831283578,25.55362353768118,brown,0.0029476455683982,Algebra,Art
532,67.0,9,2,3,2,10,4,20,Yes,No,f,1.6353963713444488,69.9131794031296,26.14044600346431,hazel,0.0084232603558111,PE,Drama
533,60.0,8,4,1,1,13,7,17,No,No,m,1.6895507789698254,81.9221164049947,28.698464835954077,brown,0.0070086297869599,,PE
534,36.0,6,0,1,1,11,8,16,Yes,No,m,1.651710423633432,69.86793220634664,25.610029049202613,hazel,0.0090101103079692,Machine Learning,
535,57.0,5,3,8,3,4,9,15,No,,f,1.5271857030873788,73.78920374301147,31.638007487174484,brown,0.0086877199508354,Drama,History
536,63.0,7,0,4,2,8,7,17,No,No,f,1.5469404420633344,86.37385617483321,36.09400899431243,green,0.0049828053469392,Music,Biology
537,58.0,8,6,1,1,10,4,20,No,No,f,1.6057221784346822,77.50302198908992,30.05922816214584,brown,0.0051333766961086,Music,Drama
538,70.0,8,2,6,3,12,4,20,Yes,No,m,1.6323169939805735,84.1095309722284,31.567210555454217,green,0.0007190729711977,History,Drama
539,28.0,5,1,3,2,13,4,20,Yes,No,m,1.706240600046754,76.62372822872611,26.319809146701367,,0.0021634317492831,Machine Learning,PE
540,32.0,4,6,4,2,13,4,20,No,No,m,1.655166291033454,70.97340412135387,25.90671634764985,brown,0.0012855867325378,Machine Learning,Art
541,54.0,6,0,5,2,11,5,19,Yes,Yes,f,1.5811001300136869,74.26120752447294,29.705937161406364,gray,0.0024504311929325,Algebra,
542,88.0,8,3,8,3,4,8,16,Yes,No,f,1.610261179381449,72.98439377749034,28.147339999155328,brown,0.0058746116713952,History,Machine Learning
543,81.0,10,5,4,2,10,4,20,No,No,m,1.7018002796827014,64.94667343825182,22.42537582444384,brown,0.0098021601529728,Biology,Algebra
544,75.0,8,3,9,4,5,8,16,Yes,No,m,1.7106585928013616,73.90350386530615,25.254474898515983,hazel,0.003555264128642,Algebra,Data Science
545,68.0,9,4,3,2,14,4,20,Yes,No,m,1.6453783245033236,58.62582296519789,21.654961134427097,gray,0.00138858657997,PE,Data Science
546,27.0,4,3,1,1,14,6,18,Yes,No,f,1.5654241874012036,82.78103605853683,33.78055479420585,gray,0.0083311213848733,PE,History
547,38.0,3,1,7,3,6,9,15,Yes,No,m,1.700115250047457,68.46505756328881,23.687119531852023,hazel,0.0047805230094122,PE,
548,83.0,8,8,6,3,9,6,18,Yes,Yes,m,1.7239091046075246,74.28256484818739,24.99528909057704,,0.0079924080191695,History,PE
549,74.0,8,6,5,2,11,6,18,No,No,f,1.8103010188102375,46.71671589014542,14.255114608773225,brown,1.9395814859779483e-06,Machine Learning,Biology
550,19.0,5,2,1,1,15,5,19,Yes,No,m,1.6254579243731757,93.61262500367684,35.430963235480625,brown,0.0037396820132877,Machine Learning,PE
551,27.0,3,3,5,2,7,5,19,Yes,No,f,1.6176632865734373,65.67522271008018,25.09720140537832,brown,0.0084399350723685,Art,Algebra
552,72.0,8,7,8,3,10,4,20,No,No,m,1.753181026944402,55.61206566485527,18.0932049558446,gray,0.007766006223044,History,PE
553,79.0,8,7,7,3,5,6,18,No,Yes,m,1.694596666267966,83.11223304878237,28.94224767096396,green,0.0047826191521486,Music,Machine Learning
554,46.0,6,3,7,3,9,4,20,Yes,No,f,1.551880738259957,64.76248510922174,26.89099177859437,brown,0.0088225443337802,,Machine Learning
555,81.0,8,5,9,4,5,6,18,Yes,No,f,1.5582344967323225,84.1666767775751,34.66367071889139,brown,0.0003357318073827,Algebra,Biology
556,45.0,7,9,1,1,13,8,16,Yes,No,f,1.6034439799693248,64.44116684250555,25.06431342807875,gray,0.0064652444192716,Music,History
557,27.0,3,7,6,3,9,4,20,Yes,No,f,1.7121689878778887,42.2796475706388,14.422418899223976,brown,0.0069720527154626,Machine Learning,Drama
558,41.0,6,7,2,1,16,5,19,Yes,No,f,1.5973875608057182,75.43155990781989,29.561910144240542,brown,0.0020045382851069,Algebra,Biology
559,31.0,3,0,7,3,6,6,18,No,No,f,1.6273083170268468,41.96354166856717,15.846466862300716,brown,0.0085049904445024,Algebra,Biology
560,75.0,8,1,9,4,5,4,20,No,No,m,1.7109502745706768,69.23280726932403,23.650327891944336,brown,0.0068788364655125,PE,Algebra
561,52.0,6,2,8,3,6,7,17,No,No,m,1.7142468791849763,68.45999139268815,23.296469233351853,brown,0.00153930414391,Art,Algebra
562,63.0,6,6,7,3,5,8,16,No,No,m,1.7482101936816128,64.32067585644721,21.045696476857135,hazel,0.0068506199641033,Biology,Art
563,67.0,8,9,5,2,11,7,17,No,No,m,1.669612841672197,71.55239050218941,25.668033351843025,brown,0.0009356363036744,History,PE
564,78.0,7,2,8,3,11,4,20,Yes,,f,1.593577134015942,70.35580014800215,27.704717594489757,brown,0.0057888433844386,Machine Learning,Data Science
565,47.0,4,4,8,3,4,8,16,No,Yes,f,1.691851251130298,60.19332195479033,21.029258430324624,gray,0.0061719474617362,Art,Algebra
566,72.0,8,0,5,2,12,4,20,Yes,Yes,m,1.6878313371755056,69.51622723700075,24.40215055336825,gray,0.0055421001757809,Data Science,
567,67.0,7,2,7,3,12,4,20,Yes,No,m,1.6514608844034102,69.57551810138355,25.51055256623718,brown,0.0084621783466503,PE,Data Science
568,36.0,5,2,6,3,10,6,18,No,No,m,1.6975384484711724,72.91266979705529,25.3025191102974,gray,0.0094894453372166,Art,Biology
569,65.0,7,6,6,3,6,9,15,Yes,Yes,f,1.6845144111847516,76.58291065594419,26.988727406788115,brown,0.0061802794167116,Data Science,PE
570,58.0,7,3,6,3,7,6,18,No,,f,1.6223386317491102,71.9282847753364,27.328555967549445,brown,0.0074793810867154,PE,Algebra
571,49.0,5,0,6,3,11,6,18,Yes,No,f,1.6348854527200836,66.13240850537906,24.74227791749969,gray,0.0053500147686998,Algebra,Biology
572,68.0,9,8,1,1,10,6,18,Yes,No,m,1.6304994551881566,67.9829085792838,25.571630795112817,blue,0.0067804054540608,Music,Machine Learning
573,38.0,3,0,9,4,5,5,19,Yes,No,m,1.6602203987809296,60.90648115274132,22.09693396120941,brown,0.0053138742238353,Music,Drama
574,65.0,7,5,9,4,5,7,17,Yes,No,m,1.7394332444946743,74.32123107309579,24.56390236242541,brown,0.0015211690944239,History,Biology
575,40.0,5,6,2,1,7,7,17,Yes,No,f,1.5903038229717998,76.54362518070967,30.265567459973944,gray,0.008458914652929,,Art
576,82.0,8,7,8,3,6,5,19,Yes,No,m,1.678869735318902,69.5866330292623,24.688336210643897,blue,0.0096080188443124,Data Science,Biology
577,41.0,5,6,9,4,8,5,19,No,No,f,1.6686455213970206,68.33011781946026,24.54053323958313,brown,0.007612147952637,Algebra,PE
578,63.0,8,6,2,1,8,8,16,No,No,m,1.7343595059067731,54.90224213273815,18.252057606290634,green,0.0065834634138896,Art,PE
579,58.0,7,1,2,1,8,9,15,No,No,m,1.8373700266212032,63.10854923369621,18.693685926418283,gray,0.0009553531183564,History,Algebra
580,55.0,7,1,6,3,8,8,16,Yes,Yes,f,1.479889118318647,62.457935284578895,28.51867012431764,brown,0.0045070658078919,Music,
581,84.0,8,3,5,2,9,8,16,No,No,m,1.7833606546662295,76.09068063109922,23.925063949142228,gray,0.0078263914888685,History,PE
582,35.0,3,8,6,3,6,8,16,No,No,f,1.6115758243084457,88.58325242650227,34.107519352987254,brown,0.0025258764940295,Drama,
583,55.0,6,6,3,2,16,4,20,Yes,No,m,1.6595592282731209,55.92765267431207,20.306780702222422,brown,0.005640698394326,Algebra,Art
